datestr,cases,deaths,device_count,full_time_work_behavior_devices,part_time_work_behavior_devices,completely_home_device_count,delivery_behavior_devices,candidate_device_count,sheltering_in_place_percent,total_pop,total_spend,num_cards,county,county_name,state_abbr,county Geometry longitude,county Geometry latitude
2020-05-03T00:00:00.000Z,22,1,973,13,39,270,21,1985,0.2774922918807811,14999,5465.986083984375,133.31046152114868,13161,Jeff Davis,GA,-82.6368248,31.8116153
2020-05-03T00:00:00.000Z,15,1,1147,25,47,400,36,2442,0.34873583260680036,15954,6179.651916503906,238.48722648620605,13163,Jefferson,GA,-82.4200036,33.0581756
2020-05-03T00:00:00.000Z,17,1,527,10,17,145,12,1050,0.27514231499051234,8929,4498.219268798828,112.34632015228271,13165,Jenkins,GA,-81.9715244,32.7945631
2020-05-03T00:00:00.000Z,59,2,634,8,20,189,14,1270,0.2981072555205047,9800,3740.3064575195312,109.08129119873047,13167,Johnson,GA,-82.6639696,32.6945842
2020-05-03T00:00:00.000Z,29,0,2378,24,100,724,46,4417,0.30445752733389403,28540,11703.069061279297,398.35137939453125,13169,Jones,GA,-83.5621958,33.0216636
2020-05-03T00:00:00.000Z,40,1,1289,13,47,376,28,2535,0.2916989914662529,18282,9073.514190673828,271.2950372695923,13171,Lamar,GA,-84.1466893,33.0744405
2020-05-03T00:00:00.000Z,9,1,691,8,26,200,14,1405,0.2894356005788712,10388,4662.313446044922,128.7280125617981,13173,Lanier,GA,-83.0631635,31.0381973
2020-05-03T00:00:00.000Z,64,1,3822,55,141,1100,101,7644,0.28780743066457354,47451,26386.08967590332,734.827926158905,13175,Laurens,GA,-82.9263171,32.3932197
2020-05-03T00:00:00.000Z,328,20,3156,26,104,1055,53,5495,0.3342839036755387,29216,13045.931945800781,411.52418994903564,13177,Lee,GA,-84.1466814,31.8184185
2020-05-03T00:00:00.000Z,38,0,3701,43,96,1537,61,9247,0.4152931640097271,62120,28853.1170501709,884.2721486091614,13179,Liberty,GA,-81.4578709,31.8074582
2020-05-03T00:00:00.000Z,12,0,531,14,24,164,18,1147,0.3088512241054614,7768,1117.965461730957,42.414753675460815,13181,Lincoln,GA,-82.4482992,33.7921507
2020-05-03T00:00:00.000Z,5,0,1233,12,36,428,19,2548,0.3471208434712084,17857,6014.315674066544,173.42197532206774,13183,Long,GA,-81.7428697,31.7495633
2020-05-03T00:00:00.000Z,157,4,7739,85,292,2530,154,16427,0.3269156221734074,113941,79409.36199951172,2494.845428466797,13185,Lowndes,GA,-83.2689952,30.833145
2020-05-03T00:00:00.000Z,63,2,2348,23,111,755,48,4853,0.3215502555366269,31567,6628.719955444336,186.688973903656,13187,Lumpkin,GA,-83.9989251,34.5681403
2020-05-03T00:00:00.000Z,45,4,1444,22,46,464,31,3226,0.32132963988919666,21488,11070.15739440918,351.11460399627686,13189,McDuffie,GA,-82.4787331,33.4796231
2020-05-03T00:00:00.000Z,6,0,702,11,19,263,11,1678,0.37464387464387466,14061,3243.189534664154,107.83790560811758,13191,McIntosh,GA,-81.3722892,31.4885058
2020-05-03T00:00:00.000Z,81,3,611,14,21,165,17,1507,0.2700490998363339,13675,5514.946838378906,174.33781027793884,13193,Macon,GA,-84.0512306,32.3626859
2020-05-03T00:00:00.000Z,25,1,2366,26,78,689,55,4325,0.29120879120879123,28600,7194.200469970703,263.96926641464233,13195,Madison,GA,-83.2037373,34.1285257
